,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
55,"(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,
57,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(3), -1)","(array([1, 0]), np.int64(2), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(0), -1)","(array([0, 1]), np.int64(0), -1)","(array([0, 1]), np.int64(2), -1)","(array([1, 1]), np.int64(2), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(0), -1)","(array([1, 2]), np.int64(1), -1)","(array([1, 3]), np.int64(1), -1)","(array([1, 4]), np.int64(1), -1)","(array([1, 5]), np.int64(3), -1)","(array([1, 4]), np.int64(2), -1)","(array([2, 4]), np.int64(1), -1)","(array([2, 5]), np.int64(3), -1)","(array([2, 4]), np.int64(1), -1)","(array([2, 5]), np.int64(1), -1)","(array([2, 6]), np.int64(2), -100)",,,,,,
58,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(1), -1)","(array([2, 3]), np.int64(1), -1)","(array([2, 4]), np.int64(3), -1)","(array([2, 3]), np.int64(0), -1)","(array([1, 3]), np.int64(1), -1)","(array([1, 4]), np.int64(3), -1)","(array([1, 3]), np.int64(0), -1)","(array([0, 3]), np.int64(1), -1)","(array([0, 4]), np.int64(3), -1)","(array([0, 3]), np.int64(1), -1)","(array([0, 4]), np.int64(2), -1)","(array([1, 4]), np.int64(0), -1)","(array([0, 4]), np.int64(0), -1)","(array([0, 4]), np.int64(2), -1)","(array([1, 4]), np.int64(0), -1)","(array([0, 4]), np.int64(1), -1)","(array([0, 5]), np.int64(0), -1)","(array([0, 5]), np.int64(2), -1)","(array([1, 5]), np.int64(3), -1)","(array([1, 4]), np.int64(0), -1)","(array([0, 4]), np.int64(2), -1)","(array([1, 4]), np.int64(1), -1)","(array([1, 5]), np.int64(0), -1)","(array([0, 5]), np.int64(0), -1)","(array([0, 5]), np.int64(1), -1)","(array([0, 6]), np.int64(3), -1)"
59,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,
60,"(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(2), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(2), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(3), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(3), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(3), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(3), -1)","(array([1, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(2), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(0), -1)","(array([0, 1]), np.int64(3), -1)","(array([0, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(2), -1)","(array([1, 0]), np.int64(2), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(2), -100)"
61,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,
62,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(0), -1)","(array([0, 2]), np.int64(2), -1)","(array([1, 2]), np.int64(1), -1)","(array([1, 3]), np.int64(3), -1)","(array([1, 2]), np.int64(2), -1)","(array([2, 2]), np.int64(1), -1)","(array([2, 3]), np.int64(1), -1)","(array([2, 4]), np.int64(2), -100)",,,,,,,,,,,,,,,,,
63,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(0), -1)","(array([0, 2]), np.int64(2), -1)","(array([1, 2]), np.int64(3), -1)","(array([1, 1]), np.int64(2), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(3), -1)","(array([2, 1]), np.int64(3), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(2), -1)","(array([1, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(2), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(0), -1)","(array([0, 1]), np.int64(0), -1)","(array([0, 1]), np.int64(1), -1)","(array([0, 2]), np.int64(0), -1)","(array([0, 2]), np.int64(1), -1)","(array([0, 3]), np.int64(0), -1)","(array([0, 3]), np.int64(0), -1)","(array([0, 3]), np.int64(1), -1)","(array([0, 4]), np.int64(3), -1)","(array([0, 3]), np.int64(3), -1)","(array([0, 2]), np.int64(3), -1)"
64,"(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,,
65,"(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,
67,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(3), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(2), -1)","(array([2, 1]), np.int64(0), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(1), -1)","(array([1, 3]), np.int64(2), -1)","(array([2, 3]), np.int64(2), -100)",,,,,,,,,,,,,,,,
68,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,
69,"(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(3), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,,,
72,"(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(3), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,
75,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,
76,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,,,,
77,"(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(2), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,
79,"(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(0), -1)","(array([1, 1]), np.int64(2), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(0), -1)","(array([1, 2]), np.int64(2), -1)","(array([2, 2]), np.int64(1), -1)","(array([2, 3]), np.int64(3), -1)","(array([2, 2]), np.int64(3), -1)","(array([2, 1]), np.int64(3), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(3), -1)","(array([1, 0]), np.int64(3), -1)","(array([1, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(3), -1)","(array([0, 0]), np.int64(2), -1)","(array([1, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(1), -1)","(array([0, 1]), np.int64(0), -1)","(array([0, 1]), np.int64(1), -1)","(array([0, 2]), np.int64(0), -1)","(array([0, 2]), np.int64(3), -1)","(array([0, 1]), np.int64(3), -1)","(array([0, 0]), np.int64(1), -1)","(array([0, 1]), np.int64(1), -1)"
81,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(1), -1)","(array([2, 3]), np.int64(3), -1)","(array([2, 2]), np.int64(1), -1)","(array([2, 3]), np.int64(1), -1)","(array([2, 4]), np.int64(1), -1)","(array([2, 5]), np.int64(0), -1)","(array([1, 5]), np.int64(0), -1)","(array([0, 5]), np.int64(3), -1)","(array([0, 4]), np.int64(2), -1)","(array([1, 4]), np.int64(2), -1)","(array([2, 4]), np.int64(0), -1)","(array([1, 4]), np.int64(0), -1)","(array([0, 4]), np.int64(1), -1)","(array([0, 5]), np.int64(3), -1)","(array([0, 4]), np.int64(1), -1)","(array([0, 5]), np.int64(0), -1)","(array([0, 5]), np.int64(0), -1)","(array([0, 5]), np.int64(1), -1)","(array([0, 6]), np.int64(0), -1)","(array([0, 6]), np.int64(0), -1)","(array([0, 6]), np.int64(0), -1)","(array([0, 6]), np.int64(0), -1)","(array([0, 6]), np.int64(0), -1)","(array([0, 6]), np.int64(1), -1)"
82,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,
83,"(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(2), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,
84,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(3), -1)","(array([1, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(2), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(0), -1)","(array([0, 1]), np.int64(3), -1)","(array([0, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(3), -1)","(array([0, 0]), np.int64(3), -1)","(array([0, 0]), np.int64(3), -1)","(array([0, 0]), np.int64(3), -1)","(array([0, 0]), np.int64(2), -1)","(array([1, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(1), -1)","(array([0, 1]), np.int64(0), -1)","(array([0, 1]), np.int64(3), -1)","(array([0, 0]), np.int64(2), -1)","(array([1, 0]), np.int64(2), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(1), -1)","(array([2, 3]), np.int64(3), -1)"
85,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(0), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(3), -1)","(array([1, 1]), np.int64(2), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,
86,"(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,"(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(0), -1)","(array([1, 1]), np.int64(2), -1)","(array([2, 1]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,,
89,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(2), -1)","(array([1, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(2), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(1), -1)","(array([1, 3]), np.int64(2), -1)","(array([2, 3]), np.int64(0), -1)","(array([1, 3]), np.int64(0), -1)","(array([0, 3]), np.int64(1), -1)","(array([0, 4]), np.int64(0), -1)","(array([0, 4]), np.int64(2), -1)","(array([1, 4]), np.int64(0), -1)","(array([0, 4]), np.int64(2), -1)","(array([1, 4]), np.int64(2), -1)","(array([2, 4]), np.int64(3), -1)","(array([2, 3]), np.int64(3), -1)","(array([2, 2]), np.int64(2), -100)",,,,,,,,
90,"(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,
92,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(2), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(0), -1)","(array([1, 1]), np.int64(3), -1)","(array([1, 0]), np.int64(3), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(0), -1)","(array([0, 1]), np.int64(2), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(2), -1)","(array([2, 2]), np.int64(0), -1)","(array([1, 2]), np.int64(1), -1)","(array([1, 3]), np.int64(2), -1)","(array([2, 3]), np.int64(1), -1)","(array([2, 4]), np.int64(3), -1)","(array([2, 3]), np.int64(1), -1)","(array([2, 4]), np.int64(0), -1)","(array([1, 4]), np.int64(0), -1)","(array([0, 4]), np.int64(1), -1)","(array([0, 5]), np.int64(1), -1)","(array([0, 6]), np.int64(1), -1)","(array([0, 7]), np.int64(0), -1)","(array([0, 7]), np.int64(1), -1)","(array([0, 8]), np.int64(1), -1)","(array([0, 9]), np.int64(0), -1)"
93,"(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(3), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(1), -1)","(array([2, 3]), np.int64(0), -1)","(array([1, 3]), np.int64(1), -1)","(array([1, 4]), np.int64(1), -1)","(array([1, 5]), np.int64(1), -1)","(array([1, 6]), np.int64(3), -1)","(array([1, 5]), np.int64(3), -1)","(array([1, 4]), np.int64(1), -1)","(array([1, 5]), np.int64(1), -1)","(array([1, 6]), np.int64(2), -1)","(array([2, 6]), np.int64(2), -100)",,,,,,,,,,,
94,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(3), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,
95,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,
96,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(0), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(2), -1)","(array([2, 2]), np.int64(1), -1)","(array([2, 3]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,,
97,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(1), -1)","(array([2, 3]), np.int64(1), -1)","(array([2, 4]), np.int64(1), -1)","(array([2, 5]), np.int64(1), -1)","(array([2, 6]), np.int64(0), -1)","(array([1, 6]), np.int64(0), -1)","(array([0, 6]), np.int64(2), -1)","(array([1, 6]), np.int64(2), -1)","(array([2, 6]), np.int64(0), -1)","(array([1, 6]), np.int64(1), -1)","(array([1, 7]), np.int64(1), -1)","(array([1, 8]), np.int64(1), -1)","(array([1, 9]), np.int64(0), -1)","(array([0, 9]), np.int64(1), -1)","(array([ 0, 10]), np.int64(2), -1)","(array([ 1, 10]), np.int64(1), -1)","(array([ 1, 11]), np.int64(0), -1)","(array([ 0, 11]), np.int64(2), -1)","(array([ 1, 11]), np.int64(2), -1)","(array([ 2, 11]), np.int64(0), -1)","(array([ 1, 11]), np.int64(2), -1)","(array([ 2, 11]), np.int64(2), 0)",
98,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(3), -1)","(array([2, 1]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,
99,"(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(2), -1)","(array([1, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(3), -1)","(array([0, 0]), np.int64(1), -1)","(array([0, 1]), np.int64(1), -1)","(array([0, 2]), np.int64(1), -1)","(array([0, 3]), np.int64(3), -1)","(array([0, 2]), np.int64(1), -1)","(array([0, 3]), np.int64(2), -1)","(array([1, 3]), np.int64(0), -1)","(array([0, 3]), np.int64(2), -1)","(array([1, 3]), np.int64(3), -1)","(array([1, 2]), np.int64(1), -1)","(array([1, 3]), np.int64(3), -1)","(array([1, 2]), np.int64(3), -1)","(array([1, 1]), np.int64(3), -1)","(array([1, 0]), np.int64(2), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(3), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(3), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(1), -1)","(array([1, 3]), np.int64(3), -1)","(array([1, 2]), np.int64(0), -1)"
100,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(1), -1)","(array([0, 1]), np.int64(2), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(1), -1)","(array([1, 3]), np.int64(1), -1)","(array([1, 4]), np.int64(1), -1)","(array([1, 5]), np.int64(1), -1)","(array([1, 6]), np.int64(3), -1)","(array([1, 5]), np.int64(1), -1)","(array([1, 6]), np.int64(1), -1)","(array([1, 7]), np.int64(3), -1)","(array([1, 6]), np.int64(0), -1)","(array([0, 6]), np.int64(1), -1)","(array([0, 7]), np.int64(2), -1)","(array([1, 7]), np.int64(1), -1)","(array([1, 8]), np.int64(0), -1)","(array([0, 8]), np.int64(3), -1)","(array([0, 7]), np.int64(1), -1)","(array([0, 8]), np.int64(1), -1)","(array([0, 9]), np.int64(1), -1)","(array([ 0, 10]), np.int64(2), -1)","(array([ 1, 10]), np.int64(3), -1)","(array([1, 9]), np.int64(2), -1)","(array([2, 9]), np.int64(3), -1)","(array([2, 8]), np.int64(1), -1)"
101,"(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(3), -1)","(array([2, 1]), np.int64(3), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(1), -1)","(array([2, 3]), np.int64(1), -1)","(array([2, 4]), np.int64(1), -1)","(array([2, 5]), np.int64(3), -1)","(array([2, 4]), np.int64(3), -1)","(array([2, 3]), np.int64(1), -1)","(array([2, 4]), np.int64(1), -1)","(array([2, 5]), np.int64(2), -100)",,,,,,,,,,,
104,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,
105,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(0), -1)","(array([1, 1]), np.int64(0), -1)","(array([0, 1]), np.int64(1), -1)","(array([0, 2]), np.int64(2), -1)","(array([1, 2]), np.int64(1), -1)","(array([1, 3]), np.int64(1), -1)","(array([1, 4]), np.int64(1), -1)","(array([1, 5]), np.int64(3), -1)","(array([1, 4]), np.int64(0), -1)","(array([0, 4]), np.int64(0), -1)","(array([0, 4]), np.int64(2), -1)","(array([1, 4]), np.int64(2), -1)","(array([2, 4]), np.int64(1), -1)","(array([2, 5]), np.int64(1), -1)","(array([2, 6]), np.int64(3), -1)","(array([2, 5]), np.int64(1), -1)","(array([2, 6]), np.int64(0), -1)","(array([1, 6]), np.int64(1), -1)","(array([1, 7]), np.int64(3), -1)","(array([1, 6]), np.int64(1), -1)","(array([1, 7]), np.int64(0), -1)","(array([0, 7]), np.int64(0), -1)","(array([0, 7]), np.int64(0), -1)","(array([0, 7]), np.int64(1), -1)","(array([0, 8]), np.int64(0), -1)","(array([0, 8]), np.int64(0), -1)","(array([0, 8]), np.int64(0), -1)","(array([0, 8]), np.int64(3), -1)"
